,Consensus,Consensus,Consensus,Consensus,Consensus,Consensus,Consensus,Consensus,Consensus,Consensus,Consensus,Consensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,Derived,Derived,Derived,Derived,Derived,Derived,Derived,Derived,Derived,Derived,Derived,Derived,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Fitted,Fitted,Fitted,Fitted,Fitted,Fitted,Fitted,Fitted,Fitted,Fitted,Fitted,Fitted
FAE3_24,0.00010718578025774403,2.939094901076024e-05,1.3755769199025207e-05,7.84905862092932e-06,2.339717357290208e-06,1.7364254630745795e-06,1.400636979130598e-06,9.935465834753502e-07,7.993737429369789e-07,6.594810031626577e-07,5.449763698600326e-07,5.081062769174129e-07,0.00011815692044352436,3.0436402384378623e-05,1.4408239280807469e-05,8.444673208215549e-06,2.5409316896015e-06,1.912594280233452e-06,1.5628656194935007e-06,1.1388727506683893e-06,9.366427135462029e-07,7.909421353804391e-07,6.716840190396855e-07,6.3328320709525e-07,2.9661752208936563e-05,5.56934808421883e-06,2.268438354705047e-06,1.4569601214210976e-06,6.390577294471133e-07,5.739538570329619e-07,5.53667680919732e-07,5.476584984106306e-07,5.512802579211184e-07,5.554255821088507e-07,5.601977442330937e-07,5.503772540084457e-07,2.963703808704144e-05,5.563064704388106e-06,2.646644960625252e-06,1.5355997209310518e-06,4.948127682365927e-07,3.7717186208462146e-07,3.119134285103671e-07,2.3664763413543732e-07,2.2271027189303495e-07,2.123003219823846e-07,2.0546642028765407e-07,2.179568208968327e-07,2.9637030922712393e-05,5.563063138542251e-06,2.4948689381359964e-06,1.4458547365492809e-06,4.670937484270144e-07,3.7084035522019386e-07,3.196583593207366e-07,2.5857161264355614e-07,2.285580624808932e-07,2.063361817041844e-07,1.8966819257850048e-07,1.9128475254770472e-07
FAE3_26,8.182311232057514e-05,2.2436361580173168e-05,1.050083178497391e-05,5.991787377082399e-06,1.786085389905294e-06,1.3255464984236373e-06,1.0692134403292173e-06,7.584501740803795e-07,6.102231788318339e-07,5.034323402349363e-07,4.1602218704654217e-07,3.878764222924897e-07,9.01982235857751e-05,2.3234436181205156e-05,1.0998912152156083e-05,6.446465592402598e-06,1.9396876949277165e-06,1.4600296442206925e-06,1.1930549819041216e-06,8.693887638145864e-07,7.150110935466385e-07,6.037866872516746e-07,5.127478365288924e-07,4.834335567673863e-07,2.639228352051513e-05,4.795397094266037e-06,2.0523083960650883e-06,1.3151521624651437e-06,5.711040343994006e-07,5.102669813064881e-07,4.896920612088261e-07,4.792291348623542e-07,4.78497221582787e-07,4.781214511947983e-07,4.768923962561756e-07,4.6330810873864937e-07,2.6370293514414945e-05,4.789986891684553e-06,2.2886802310121915e-06,1.3335008679336576e-06,4.369204634421672e-07,3.349090264529399e-07,2.7841126831243256e-07,2.133148650262462e-07,1.960422281483064e-07,1.8332735109775873e-07,1.7386056153633758e-07,1.8147939711903374e-07,2.6370287139774563e-05,4.7899855434383045e-06,2.1782320316819932e-06,1.2699087153659554e-06,4.140950287733167e-07,3.2905466246032627e-07,2.836161762563609e-07,2.290304248862862e-07,2.0204625671427552e-07,1.8197754548636156e-07,1.66705657166066e-07,1.6751356472626355e-07
FAE4_14,0.016139316685011253,0.004425492193246469,0.0020712515672800876,0.001181858661268118,0.0003522989643954761,0.00026145931280332504,0.00021089853255318368,0.00014960158813473887,0.00012036434269470718,9.930023117056196e-05,8.205889062773719e-05,7.650723904880726e-05,0.017791277471490383,0.00458290955808411,0.002169496140879843,0.0012715423154180368,0.0003825964704912103,0.00028798563302335687,0.00023532583434545212,0.00017148382875758393,0.00014103338463628231,0.00011909476771758328,0.00010113767954550482,9.535554255454861e-05,0.006071973011859976,0.0010745603805768947,0.00048394759400145667,0.0003096676334708167,0.0001335988263959077,0.00011895955638754045,0.0001137710823343117,0.00011054190012122141,0.0001097616283933765,0.00010904751958716404,0.00010791687664393041,0.00010400120246321214,0.006066913854191137,0.0010733480535827637,0.0005151459541689503,0.000301450567556397,0.00010044353754510507,7.741687606656103e-05,6.468485180235538e-05,5.003023866246427e-05,4.5294507542562384e-05,4.1828093042528014e-05,3.912705568386389e-05,4.0384767171173334e-05,0.006066912387601696,0.0010733477514655513,0.000494995591697652,0.00029045932879060885,9.575012440488995e-05,7.621050804218291e-05,6.572926427232792e-05,5.3067883600519194e-05,4.677451257217254e-05,4.207671857970522e-05,3.8469403643456096e-05,3.856975286574134e-05
FAE4_16,0.016075296508769304,0.004407937497734971,0.0020630354889313784,0.0011771705569781931,0.0003509014924807326,0.0002604221764974669,0.00021006195678688978,0.00014900816028240877,0.00011988689085563905,9.890633479784193e-05,8.173338585310907e-05,7.62037561304605e-05,0.0177207044267002,0.004564730431709947,0.002160890353658111,0.0012664984610392602,0.0003810788168043511,0.00028684327418988613,0.00023439236227329983,0.00017080360014853132,0.00014047394446191615,0.00011862235192901061,0.00010073649452661129,9.49772936634008e-05,0.006047789986036588,0.0010702855107867224,0.0004820190428314325,0.0003084336813352037,0.00013306663301436704,0.00011848575684998935,0.00011331802304797397,0.00011010185398697853,0.00010932480709858471,0.0001086136628543172,0.00010748768527811614,0.00010358775053833622,0.006042750977624064,0.0010690780067324063,0.0005130962508322111,0.00030025094949346324,0.00010004358978536222,7.71085578073761e-05,6.442719487080649e-05,4.9830891003385645e-05,4.511416557325992e-05,4.166165932848913e-05,3.897147983562816e-05,4.022428500612727e-05,0.006042749516875652,0.0010690777058170917,0.0004930253873224039,0.0002893029842912929,9.53688099901266e-05,7.590699792704184e-05,6.546749584329442e-05,5.285655007849528e-05,4.658825284284381e-05,4.1909178280356706e-05,3.831624382432157e-05,3.841621186351964e-05
FAE4_18,0.013309753816736037,0.0036496100026775485,0.0017081174495218365,0.000974653892395873,0.0002905294954706312,0.0002156169898631226,0.00017392115915898997,0.00012337156311819397,9.926055790641567e-05,8.188967035882344e-05,6.767129768282206e-05,6.309303122375676e-05,0.014671887771341069,0.003779376428149408,0.0017891128925594877,0.0010485995836004344,0.0003155148631543435,0.00023749238323375726,0.00019406556031439606,0.00014141713511932406,0.00011630564442107887,9.82135807227079e-05,8.340495426049913e-05,7.863661397994463e-05,0.005015400524081895,0.0008871491691531541,0.0003998292006067797,0.00025583430372884674,0.00011035868473981781,9.82589366795172e-05,9.396653182849017e-05,9.128556727083164e-05,9.063049676323639e-05,9.002978329127716e-05,8.908124304704779e-05,8.583396036943525e-05,0.0050112217008272215,0.0008861482808782598,0.00042532898782239066,0.0002489078659226283,8.295670643855874e-05,6.394399702856104e-05,5.343164535082973e-05,4.133207024956553e-05,3.740736845973862e-05,3.453490635541809e-05,3.2294818689084854e-05,3.332434701091936e-05,0.005011220489436223,0.0008861480314525051,0.0004087511052078927,0.00023987296598282004,7.908497312381592e-05,6.294700346206808e-05,5.428984205015927e-05,4.383100512760959e-05,3.8631974800704596e-05,3.475083367326253e-05,3.1770034540194756e-05,3.185123983639996e-05
FAE4_20,0.00010718578025774403,2.939094901076024e-05,1.3755769199025207e-05,7.84905862092932e-06,2.339717357290208e-06,1.7364254630745795e-06,1.400636979130598e-06,9.935465834753502e-07,7.993737429369789e-07,6.594810031626577e-07,5.449763698600326e-07,5.081062769174129e-07,0.00011815692044352436,3.0436402384378623e-05,1.4408239280807469e-05,8.444673208215549e-06,2.5409316896015e-06,1.912594280233452e-06,1.5628656194935007e-06,1.1388727506683893e-06,9.366427135462029e-07,7.909421353804391e-07,6.716840190396855e-07,6.3328320709525e-07,2.9661752208936563e-05,5.56934808421883e-06,2.268438354705047e-06,1.4569601214210976e-06,6.390577294471133e-07,5.739538570329619e-07,5.53667680919732e-07,5.476584984106306e-07,5.512802579211184e-07,5.554255821088507e-07,5.601977442330937e-07,5.503772540084457e-07,2.963703808704144e-05,5.563064704388106e-06,2.646644960625252e-06,1.5355997209310518e-06,4.948127682365927e-07,3.7717186208462146e-07,3.119134285103671e-07,2.3664763413543732e-07,2.2271027189303495e-07,2.123003219823846e-07,2.0546642028765407e-07,2.179568208968327e-07,2.9637030922712393e-05,5.563063138542251e-06,2.4948689381359964e-06,1.4458547365492809e-06,4.670937484270144e-07,3.7084035522019386e-07,3.196583593207366e-07,2.5857161264355614e-07,2.285580624808932e-07,2.063361817041844e-07,1.8966819257850048e-07,1.9128475254770472e-07
FAE4_22,0.00010718578025774403,2.939094901076024e-05,1.3755769199025207e-05,7.84905862092932e-06,2.339717357290208e-06,1.7364254630745795e-06,1.400636979130598e-06,9.935465834753502e-07,7.993737429369789e-07,6.594810031626577e-07,5.449763698600326e-07,5.081062769174129e-07,0.00011815692044352436,3.0436402384378623e-05,1.4408239280807469e-05,8.444673208215549e-06,2.5409316896015e-06,1.912594280233452e-06,1.5628656194935007e-06,1.1388727506683893e-06,9.366427135462029e-07,7.909421353804391e-07,6.716840190396855e-07,6.3328320709525e-07,2.9661752208936563e-05,5.56934808421883e-06,2.268438354705047e-06,1.4569601214210976e-06,6.390577294471133e-07,5.739538570329619e-07,5.53667680919732e-07,5.476584984106306e-07,5.512802579211184e-07,5.554255821088507e-07,5.601977442330937e-07,5.503772540084457e-07,2.963703808704144e-05,5.563064704388106e-06,2.646644960625252e-06,1.5355997209310518e-06,4.948127682365927e-07,3.7717186208462146e-07,3.119134285103671e-07,2.3664763413543732e-07,2.2271027189303495e-07,2.123003219823846e-07,2.0546642028765407e-07,2.179568208968327e-07,2.9637030922712393e-05,5.563063138542251e-06,2.4948689381359964e-06,1.4458547365492809e-06,4.670937484270144e-07,3.7084035522019386e-07,3.196583593207366e-07,2.5857161264355614e-07,2.285580624808932e-07,2.063361817041844e-07,1.8966819257850048e-07,1.9128475254770472e-07
FAE4_24,0.00010718578025774403,2.939094901076024e-05,1.3755769199025207e-05,7.84905862092932e-06,2.339717357290208e-06,1.7364254630745795e-06,1.400636979130598e-06,9.935465834753502e-07,7.993737429369789e-07,6.594810031626577e-07,5.449763698600326e-07,5.081062769174129e-07,0.00011815692044352436,3.0436402384378623e-05,1.4408239280807469e-05,8.444673208215549e-06,2.5409316896015e-06,1.912594280233452e-06,1.5628656194935007e-06,1.1388727506683893e-06,9.366427135462029e-07,7.909421353804391e-07,6.716840190396855e-07,6.3328320709525e-07,2.9661752208936563e-05,5.56934808421883e-06,2.268438354705047e-06,1.4569601214210976e-06,6.390577294471133e-07,5.739538570329619e-07,5.53667680919732e-07,5.476584984106306e-07,5.512802579211184e-07,5.554255821088507e-07,5.601977442330937e-07,5.503772540084457e-07,2.963703808704144e-05,5.563064704388106e-06,2.646644960625252e-06,1.5355997209310518e-06,4.948127682365927e-07,3.7717186208462146e-07,3.119134285103671e-07,2.3664763413543732e-07,2.2271027189303495e-07,2.123003219823846e-07,2.0546642028765407e-07,2.179568208968327e-07,2.9637030922712393e-05,5.563063138542251e-06,2.4948689381359964e-06,1.4458547365492809e-06,4.670937484270144e-07,3.7084035522019386e-07,3.196583593207366e-07,2.5857161264355614e-07,2.285580624808932e-07,2.063361817041844e-07,1.8966819257850048e-07,1.9128475254770472e-07
FAE4_26,8.182311232057514e-05,2.2436361580173168e-05,1.050083178497391e-05,5.991787377082399e-06,1.786085389905294e-06,1.3255464984236373e-06,1.0692134403292173e-06,7.584501740803795e-07,6.102231788318339e-07,5.034323402349363e-07,4.1602218704654217e-07,3.878764222924897e-07,9.01982235857751e-05,2.3234436181205156e-05,1.0998912152156083e-05,6.446465592402598e-06,1.9396876949277165e-06,1.4600296442206925e-06,1.1930549819041216e-06,8.693887638145864e-07,7.150110935466385e-07,6.037866872516746e-07,5.127478365288924e-07,4.834335567673863e-07,2.639228352051513e-05,4.795397094266037e-06,2.0523083960650883e-06,1.3151521624651437e-06,5.711040343994006e-07,5.102669813064881e-07,4.896920612088261e-07,4.792291348623542e-07,4.78497221582787e-07,4.781214511947983e-07,4.768923962561756e-07,4.6330810873864937e-07,2.6370293514414945e-05,4.789986891684553e-06,2.2886802310121915e-06,1.3335008679336576e-06,4.369204634421672e-07,3.349090264529399e-07,2.7841126831243256e-07,2.133148650262462e-07,1.960422281483064e-07,1.8332735109775873e-07,1.7386056153633758e-07,1.8147939711903374e-07,2.6370287139774563e-05,4.7899855434383045e-06,2.1782320316819932e-06,1.2699087153659554e-06,4.140950287733167e-07,3.2905466246032627e-07,2.836161762563609e-07,2.290304248862862e-07,2.0204625671427552e-07,1.8197754548636156e-07,1.66705657166066e-07,1.6751356472626355e-07
fabAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fabRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fabDNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pFAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fabt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ex_fab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROTEINSglycmet05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROTEINSglycmet16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIOMASS8020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIOMASS6040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIOMASS4060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIOMASS8020b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIOMASS6040b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIOMASS4060b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rolAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rolRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rolDNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROLt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ex_rol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA200COAabcp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA220COAabcp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2Otg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMNt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMNDH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHAMLAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHAMDH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDRALD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ex_rmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHAKx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
