Rxn,Method,Equation,Geweke Fails,Rhat,ESS-Bulk,ESS-Tail,Rhat Fails,ESS-Bulk Fails
3C3HMPtm,Derived,9.9,0,1.0169086085256693,808.9638100131206,353.9060745573778,True,False
3MOBtm,Derived,9.9,0,1.0185470592277341,468.4347991525189,466.2632934631359,True,False
4HBZtm,Derived,9.9,0,1.010510143026567,3300.743018137765,532.6413086550044,True,False
5AOPtm,Derived,9.9,0,1.0105203835411012,3294.49562235222,532.6413086550042,True,False
AATA,Derived,9.9,0,1.0138658473222693,1791.3456870414518,546.878557704384,True,False
ACGAM6PS,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
ACGAMPM,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
ACGKm,Derived,9.9,0,1.0161925506007385,970.5650231828678,423.5071431185076,True,False
ACLSm,Derived,9.9,0,1.0177396505116738,607.2935557134294,479.0780064235316,True,False
ACOTAim,Derived,9.9,0,1.0161925506007385,970.5650231828678,423.5071431185076,True,False
ADCL,Derived,9.9,0,1.010483730784433,3293.0042446124967,532.6413086550044,True,False
ADCS,Derived,9.9,0,1.010483730784433,3293.0042446124967,532.6413086550044,True,False
ADNK1,Derived,9.9,0,1.0126379080779067,2947.0216801056563,569.8356650107842,True,False
ADSK,Derived,9.9,0,1.0177441475628055,606.8665907106073,479.0780064235316,True,False
ADSL1r,Derived,9.9,0,1.0149582729726911,1349.257676471417,622.0276348887969,True,False
ADSL2r,Derived,9.9,0,1.0105048495880098,3213.326715990666,532.6413086550044,True,False
ADSS,Derived,9.9,0,1.0149582729726911,1349.257676471417,622.0276348887969,True,False
AGPRim,Derived,9.9,0,1.0161925506007385,970.5650231828678,423.5071431185076,True,False
AHCi,Derived,9.9,0,1.010526520142805,3294.920505411052,532.6413086550044,True,False
AHCYStm,Derived,9.9,0,1.0105145302894396,3299.5262399103917,532.6413086550042,True,False
AICART,Derived,9.9,0,1.0144496112598775,1489.2608867532604,531.9155957656254,True,False
AIRCr,Derived,9.9,0,1.0105048495880098,3213.326715990666,532.6413086550044,True,False
AKP1,Derived,9.9,0,1.0107099850033237,3297.824226791525,532.6413086550044,True,False
ALASm,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
AMETtm,Derived,9.9,0,1.0105161462612682,3296.842827581669,532.6413086550044,True,False
ANPRT,Derived,9.9,0,1.0156420634626966,1112.7764479249738,423.5071431185076,True,False
ANS,Derived,9.9,0,1.0156422327827577,1112.786185556183,423.5071431185076,True,False
ARGSL,Derived,9.9,0,1.0162005105631313,969.3187855258691,423.5071431185076,True,False
ARGSSr,Derived,9.9,0,1.0162005105631313,969.3187855258691,423.5071431185076,True,False
ASADi,Derived,9.9,0,1.014744866200268,1217.4783978935711,1800.0350868500714,True,False
ASNS1,Derived,9.9,0,1.0161885740613623,972.2497667822635,423.5071431185076,True,False
ASPCT,Derived,9.9,0,1.0105370829874187,3290.9833269800847,532.6413086550044,True,False
ASPKi,Derived,9.9,0,1.014744866200268,1217.4783978935711,1800.0350868500714,True,False
ASPTAm,Derived,9.9,0,1.0121907878152379,2820.2214584206004,2488.7529653817355,True,False
ATPPRT,Derived,9.9,0,1.0162288743711394,978.6433874506564,439.00784579699473,True,False
BPNT,Derived,9.9,0,1.0181525346511822,497.50440847071803,363.4464820964621,True,False
C14STR,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
C24STRer,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
C3STDH1,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
C3STKR1,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
C4STMO1,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
C5STDS,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
C8STI,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
CBPS,Derived,9.9,0,1.015520105279944,1146.9904446773883,425.52491330359027,True,False
CHORM,Derived,9.9,0,1.018407564212411,471.20830571631404,466.2632934631359,True,False
CHORS,Derived,9.9,0,1.0177832801206257,596.6052285176148,479.0780064235316,True,False
CHRPL,Derived,9.9,0,1.010510143026567,3300.743018137765,532.6413086550044,True,False
CHTNS,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
CO2t,Derived,9.9,0,1.0140244848088835,1693.5539464127592,529.0007932195354,True,False
CPPPGO,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
CYSTL,Derived,9.9,0,1.0255065746483945,182.20081473259637,2911.169658137103,True,True
DHAD1m,Derived,9.9,0,1.0177396505116738,607.2935557134294,479.0780064235316,True,False
DHAD2m,Derived,9.9,0,1.0159562609142843,1027.71612392591,423.5071431185076,True,False
DHFS,Derived,9.9,0,1.010483730784433,3293.0042446124967,532.6413086550044,True,False
DHNPAm,Derived,9.9,0,1.010483730784433,3293.0042446124967,532.6413086550044,True,False
DHORTS,Derived,9.9,0,1.0105370829874187,3290.9833269800847,532.6413086550042,True,False
DHQS,Derived,9.9,0,1.0177832801206257,596.6052285176148,479.0780064235316,True,False
DHQTi,Derived,9.9,0,1.0177832801206257,596.6052285176148,479.0780064235316,True,False
DMATT,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
DOLPMTcer,Derived,9.9,0,1.010648478136953,3297.560533066125,531.1810803398661,True,False
DPMVD,Derived,9.9,0,1.01050824854807,3299.700962088465,532.6413086550044,True,False
FCLTm,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
FE2t,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
FRTT,Derived,9.9,0,1.0104941930185891,3302.3703587946957,532.6413086550044,True,False
GALU,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
GARFTi,Derived,9.9,0,1.0103782692343903,3244.3038020816343,532.6413086550044,True,False
GF6PTA,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
GHMT2r,Derived,9.9,2,1.0100957015427054,2317.4379668017673,2712.066133663833,True,False
GK1,Derived,9.9,1,1.0167384937657011,1153.1228375693893,371.38715029726876,True,False
